,label,text,osp
2343,shame,It was in a group situation: suddenly it was my turn to say something,2
2344,sadness,When my grandmother passed away.,1
2345,fear,As I was in a ward one man died and I was instructed to watch the last offices. But this was my first time to see a dead person - fear came.,1
2346,sadness,It made me very sad to hear that some construction company was going to build houses on the beautiful hills by my house.,0
2347,anger,"When I saw parents punishing their little child for something he had not done.  In my opinion, even if he had done it he should not have been punished for it.",1
2348,sadness,I was watching television. It was about midnight when a very dear friend called saying that his father had died in an accident.,0
2349,fear,When I was nearly attackad by a man who had been chasing me.,0
2350,disgust,One of these people who sell meat in town used a knife to stab his friend and later carried on using the same knife to cut meat.,0
2351,sadness,I felt very sad when I saw the first list from the names of the people who entered at the University and my name wasn't there.,1
2352,joy,"I thought that someone was angry with me but, by hindsight, that didn't appear to be the case, he even liked me.",0
2353,sadness,At the end of my senior yr. in high school I found out that a friend of mine I knew had cancer had been diagnosed as terminally ill.,0
2354,guilt,When I caused needless anxiety to a person close to me because of my lack of self-insight.,1
2355,anger,I was neglected undeservedly.,0
2356,joy,The first time I really fell in love with a girl.,0
2357,sadness,When I couldn't go for a trip with my friends in a holiday.,2
2358,sadness,I am sad because some relations to friends are not very good.,1
2359,sadness,My younger brother and sister were involved in an accident on their way back from school and my brother was quite badly hurt.,1
2360,fear,When two of my children were critically ill with measles.,1
2361,joy,"The day when my son said for the first time ""mummy"".",0
2362,shame,"Following heavy stirring / ridiculing a close friend who was very vulnerable to such attack - inspiring fierce, defensive counter-attack.",0
2363,joy,When my brother bought me a nice pair of shoes from South Africa.,0
2364,joy,The time I learnt that I had passed my Malawi School leaving Certificate Examinations.,0
2365,shame,A customer at the shop where I worked came in and asked if the goods that he had ordered had arrived.  I had totally forgotten about this order and I tried to offer weak excuses.,0
2366,sadness,When I was told that my friend's wife had cancer.,0
2367,anger,When my sister lost my favourite jumper at a party and failed to tell me for several days after it happened.,1
2368,fear,Held under water by a large wave and thought I was drowning.,0
2369,fear,When climbing up the stairs to the top of a ski-jumping hill.,0
2370,guilt,"I slapped my sister's daughter and after several hours, she had a high temperature and she ended up being admitted in hospital.",0
2371,disgust,"When I heard that one of my good friends, when at a party, had got herself involved with some very undesirable characters and was experimenting with drugs.",0
2372,joy,"I remember my religious experience.  During  a gospel camp, a few friends of mine decided to believe in God.  The joy that I felt at that time was more than words can express.  I blessed them and praised God in my heart.",0
2373,joy,"Begining the week-end with my girlfriend : cozyness, beer and wine.",1
2374,fear,When I decided to separate from my husband.,1
2375,shame,When I dropped a bottle in the state liquor store and everyboby started laughing.,1
2376,disgust,During military service I heard the story of someone who tried to commit suicide and as a result of this got a week custody.,0
2377,guilt,"I was out with a friend in a place where it was very, very busy. When we wanted to go I bumped a person, who dropped his glass beer I offered a new one but he didn't accept it.",0
2378,sadness,When I was told that I had not been successful in getting the job I had been expecting.  I was sure that I was sufficiently qualified.,0
2379,fear,When I entered the dissecting room for the anatomy class and saw several dead bodies lying on the benches.,1
2380,joy,When my 6 month old son is happy and well.,0
2381,guilt,"I was driving my parents' car into a carpark in front of a shop we own, and scraped the corner of the front panel on the back corner of my father's utility. I didn't tell anyone, I lied about the bump (later I had to confess).",2
2382,shame,Failing in an examn.,1
2383,sadness,When I saw my niece (5 yrs) crying in the hallway for her mother who had passed away about a month ago.,1
2384,disgust,"Recently in the tram, a man ran his fingers over my girlfriend then over me.",2
2385,shame,"When I stole a book in class and the teacher caught me, the rest of the class laughed at my attempt.",0
