,label,text,osp
2883,joy,When my older sister told us that she was thinking of joining the rest of the family for the winter sports holiday.,2
2884,sadness,When my grandfather died.,1
2885,shame,I had lunch in a restaurant with a friend and I paid the bill.  The change was that of a two dollar and a ten cent coin.  As I was talking with my friend I took the two dollar coin and forgot to leave a tip.,2
2886,disgust,The male friend of my mother (a widow) moved in to live with us.  I did not like the man.,1
2887,shame,I slept with a man purely because I found him physically attractive and was under the influence of alcohol.,0
2888,joy,"I was joyful when I received a present (2 books and a pencil) from the headmaster in standard 6 because I had passed, I became No 1 and he said I was one of the pupils who had good behaviour.",0
2889,sadness,A friend of mine is having psychiatric problems because of his mother's death ages ago. He is really quiet and because it relates back to his childhood I feel sadness for him. He doesn't lead a normal life and it just seems unfair.,2
2890,joy,When my child was born.,2
2891,anger,Being insulted on a bus.,1
2892,sadness,It was only once that I really felt sad: at my grandfather's funeral (after a long time of suffering he had died of cancer).,1
2893,shame,I was supposed to do something and didn't. The person was really dependiong on me.,0
2894,guilt,"When being illoyal (disloyal) to people close to me. Had such an episode with my sister, who should have received my support and attention.",2
2895,joy,Having passed an exam.,2
2896,disgust,Because of the examination I had to study night and day.,2
2897,shame,When I walked out of my room with only my pants on and found my girlfriend and her female friend looking for me outside.,2
2898,fear,"Being sexually assaulted (not rape, but passionate kissing) by a friend's father - he stopped when he was driving me home. I hadn't wanted the lift, had refused 3 times, and then felt it'd be rude to refuse again. Was really afraid of what he might do.",1
2899,shame,Finding out about Chinese money cannot buy foreign journals.,1
2900,shame,Getting slightly intoxicated at the 1984 I.C.C. Ball.,0
2901,fear,On a holiday in France I made a walk in the woods all alone and very relaxed. Then a motorbike took me over and I saw the man watching all the time. Suddenly the man stood behing me and I ran away fast.,2
2902,anger,When students in our working group showed no responsibility or interest in our work.,0
2903,anger,I was angry when somebody stole my half petticoat.,1
2904,disgust,I felt disgusted when we (family) avoided a problem which could be solved readily.,1
2905,anger,"I work for a journal. Once the lay-out came to nothing, due to thoughtlessness of some colleagues.",2
2906,disgust,When I entered the dissecting room for the first time. I think I felt disgusted mainly because of the bad smell of formaline.,1
2907,disgust,At the crowded conditions of living.  I always quarrel with my elder brother as he puts the T.V volume at a deafening level and I can not practise my piano lessons.  Thus I feel that my home is disgusting.,1
2908,anger,On the TV news I heard that Nicaragua had complained about the increasing threat of war with the USA.,1
2909,joy,"I was spending the week-end with some friends.  We were waiting for another friend and we went to the meet him at the bus stop, a  woman we met there told us that the coach had already left.  I was afraid that I would not see my friend, but at last we found him.",1
2910,anger,When I realized that I was far behind the others in the language course and I could no longer catch up with the others.,2
2911,sadness,"Recent break-up of seriors long-term relationship, helped along by would-be  in-laws.",0
2912,sadness,When one of my closest friends died unexpectantly.,2
2913,guilt,I remember about an unpleasant event in relation to my mother. I felt guilty before her.,1
2914,shame,I was totally unprepared for a seminar conducted by an assistant professor whom I highly respect.,0
2915,sadness,I was watching a sad film and it affected me deeply.,1
2916,anger,When I was teased by my friend for not scoring good marks in the exams.,2
2917,joy,When I unexpectedly received birthday greetings from a person I like.,0
2918,fear,Before the examn.,2
2919,fear,"I was going home by car late one night when it was cold, dark and windy.  I became rather panicky on the way to my house.",1
2920,joy,"Did very, very well on a Physics midterm.",0
2921,joy,I made dinner for some friends and they appreciated it very much.,0
2922,fear,Being chased in the dark by someone I did not know.,1
2923,anger,"When talking with my sister, she often ventilates prejudices, which my father also adheres.",1
2924,joy,The joy came to me when I heard that I was going to start a Medical course at the Lilongwe School for Health Sciences.,0
2925,guilt,When I had wrongly explained someone an important exemple for an examination.,0
2926,fear,"When I had to walk over three kms through a field which had wild bulls, because my car had broken down.",1
2927,joy,After the funeral of an acquaintance I felt very depressed. That feeling turned into joy when I heard that I had achieved a good grade for an examination.,0
